3,4000046411,'3Musketeer Funsize 6P','','3 MUSKTR FUN SIZE 2.93 OZ','3Musketeer Funsize 6P','3Musketeer Funsize 6P',0,0,1,0,'FirstIRIMtch',''
6,4138761215,'4C Bread Crumbs Plain 15 OZ CAN','','4C Bread Crumbs Plain 15 OZ CAN','4C Bread Crumbs Plain 15 OZ CAN','4C Bread Crumbs Plain 15 OZ CAN',1,1,1,0,'NMIRIFuzzy',''
1142,81829001208,'Chobani Bite Greek Yogurt Raspberry w/Dark Chocolate Chips Natural - 4 ct 14 OZ PKG','','CHOBANI BITE RSPBRY DRK CHCL CHPS YOGURT RFG 4 CT 14 OZ ','Chobani Bite Greek Yogurt Raspberry w/Dark Chocolate Chips Natural - 4 ct 14 OZ PKG','Chobani Bite Greek Yogurt Raspberry w/Dark Chocolate Chips Natural - 4 ct 14 OZ PKG',0,0,1,0,'ElvnDgtIRIMtch',''
2125,2190881263,'Food Should Taste Good Tortilla Chips Olive All Natural 5.5 OZ BAG','','FOOD SHOULD TASTE GOOD TORTILLA CHIP OLIVE LOW SODIUM BAG 5.5 OZ ','Food Should Taste Good Tortilla Chips Olive All Natural 5.5 OZ BAG','Food Should Taste Good Tortilla Chips Olive All Natural 5.5 OZ BAG',0,0,1,0,'FirstIRIMtch',''
3379,7349013041,'Kedem Lt Grape Juice','','KEDEM LIGHT LITE CONCORD GRAPE JUICE DRINK 1 CT 64 OZ ','Kedem Lt Grape Juice','Kedem Lt Grape Juice',0,0,1,0,'FirstIRIMtch',''
1143,89470001051,'Chobani Champions Greek Yogurt Honey-Nana 2% Low Fat Natural - 4 ct 14 OZ PKG','','CHOBANI CHAMPIONS CHOCOLATE & HONEYNAN YOGURT RFG 4 CT 16 OZ ','Chobani Champions Greek Yogurt Honey-Nana 2% Low Fat Natural - 4 ct 14 OZ PKG','Chobani Champions Greek Yogurt Honey-Nana 2% Low Fat Natural - 4 ct 14 OZ PKG',0,0,1,0,'ElvnDgtIRIMtch',''
1145,89470001049,'Chobani Champions Greek Yogurt Verry Berry 2% Low Fat Natural - 4 ct 14 OZ PKG','','CHOBANI CHAMPIONS VERRY BERRY YOGURT RFG 4 CT 14 OZ ','Chobani Champions Greek Yogurt Verry Berry 2% Low Fat Natural - 4 ct 14 OZ PKG','Chobani Champions Greek Yogurt Verry Berry 2% Low Fat Natural - 4 ct 14 OZ PKG',0,0,1,0,'ElvnDgtIRIMtch',''
2,4000001603,'3 Musketeers Bars - 6 ct 12.7 OZ PKG','','THREE MUSKETEERS MILK CHOCOLAT NOUGAT PLASTIC BAG IWP 6 CT 12.78 OZ ','3 Musketeers Bars - 6 ct 12.7 OZ PKG','3 Musketeers Bars - 6 ct 12.7 OZ PKG',0,0,1,0,'FirstIRIMtch',''
5,4138752458,'4C Iced-T Green Tea','','4C GREEN TE W/HNY & LMN ICED TEA MIX CARDBOARD CANISTER 1 CT 640 OZ ','4C Iced-T Green Tea','4C Iced-T Green Tea',0,0,1,0,'FirstIRIMtch',''
2122,2190881266,'Fstg Multigr Tor Chip','','FSTG MLTGRN TORTILLA CHIP 11 OZ','Fstg Multigr Tor Chip','Fstg Multigr Tor Chip',0,0,1,0,'FirstIRIMtch',''
2126,85277200106,'Food Should Taste Good Tortilla Chips Olive All Natural 5.5 OZ BAG','','FOOD SHOULD TASTE GOOD TORTILLA CHIP OLIVE LOW SODIUM BAG 5.5 OZ - 0852772001061','Food Should Taste Good Tortilla Chips Olive All Natural 5.5 OZ BAG','Food Should Taste Good Tortilla Chips Olive All Natural 5.5 OZ BAG',0,0,1,0,'ElvnDgtIRIMtch',''
1152,81829001424,'Chob Flp Slt Crm Crnc','','CHBN FLP SLT CRML CR YGRT 5.3 OZ','Chob Flp Slt Crm Crnc','Chob Flp Slt Crm Crnc',0,0,1,0,'FirstIRIMtch',''
1153,81829001249,'Chob Flip Tropcl Escp','','CHOBANI FLIP PINEAPPLE COCONUT YOGURT RFG 1 CT 5.3 OZ ','Chob Flip Tropcl Escp','Chob Flip Tropcl Escp',0,0,1,0,'ElvnDgtIRIMtch',''
3380,7349000000,'Kdem Kosher Grape Jce','','KEDEM CONCORD GRAPE JUICE 1 CT 22 OZ ','Kdem Kosher Grape Jce','Kdem Kosher Grape Jce',0,0,1,0,'FirstIRIMtch',''
1,4000042208,'3 Musketeers Bar','','THREE MUSKETEERS MILK CHOCOLAT NOUGAT PLASTIC WRAPPED 1 CT 1.92 OZ ','3 Musketeers Bar','3 Musketeers Bar',0,0,1,0,'FirstIRIMtch',''
1141,81829001209,'Chobani Bite Greek Yogurt Coffee with Dark Chocolate Chips Natural - 4 ct 14 OZ PKG','','CHOBANI BITE COFFE DRK CHCLT CHPS YOGURT RFG 4 CT 14 OZ ','Chobani Bite Greek Yogurt Coffee with Dark Chocolate Chips Natural - 4 ct 14 OZ PKG','Chobani Bite Greek Yogurt Coffee with Dark Chocolate Chips Natural - 4 ct 14 OZ PKG',0,0,1,0,'ElvnDgtIRIMtch',''
1151,89470001020,'Chobani Flip Greek Yogurt Raspberry Choco Fix Low Fat Natural 5.3 OZ PKG','','CHOBANI FLIP VNL CHCLT CHP W/RS YOGURT RFG 1 CT 5.3 OZ ','Chobani Flip Greek Yogurt Raspberry Choco Fix Low Fat Natural 5.3 OZ PKG','Chobani Flip Greek Yogurt Raspberry Choco Fix Low Fat Natural 5.3 OZ PKG',0,0,1,0,'ElvnDgtIRIMtch',''
3383,7349012354,'Kedem Gefilte Fish in Broth No Egg Yolk No MSG 24 OZ JAR','','Kedem Gefilte Fish in Broth No Egg Yolk No MSG 24 OZ JAR','Kedem Gefilte Fish in Broth No Egg Yolk No MSG 24 OZ JAR','Kedem Gefilte Fish in Broth No Egg Yolk No MSG 24 OZ JAR',1,1,1,0,'NMIRIFuzzy',''
3385,7349013042,'Kedem Grape Juice Beverage Light No Sugar Added 22 OZ BTL','','KEDEM LIGHT LITE CONCORD GRAPE JUICE DRINK 1 CT 22 OZ ','Kedem Grape Juice Beverage Light No Sugar Added 22 OZ BTL','Kedem Grape Juice Beverage Light No Sugar Added 22 OZ BTL',0,0,1,0,'FirstIRIMtch',''
3386,7349012884,'Kedem Red Grape Juice No Sugar Added 22 OZ BTL','','KEDEM GRAPE JUICE 1 CT 22 OZ ','Kedem Red Grape Juice No Sugar Added 22 OZ BTL','Kedem Red Grape Juice No Sugar Added 22 OZ BTL',0,0,1,0,'FirstIRIMtch',''
10,4138711160,'4C Decaf Iced Tea Bns','','4C NATURAL LEMON ICED TEA MIX CANISTER 1 CT 640 OZ ','4C Decaf Iced Tea Bns','4C Decaf Iced Tea Bns',0,0,1,0,'FirstIRIMtch',''
12,4138792985,'4C Iced Tea Rasp 28Qt','','4C RASPBERRY ICED TEA MIX CANISTER 1 CT 896 OZ ','4C Iced Tea Rasp 28Qt','4C Iced Tea Rasp 28Qt',0,0,1,0,'FirstIRIMtch',''
15,4138711294,'4C Tealemon Mx 20 Pk','','4C TOTALLY LIGHT TEA2GO HALF HALF ICD T LMND ICED TEA MIX PACKET IN BOX 20 CT 338 OZ ','4C Tealemon Mx 20 Pk','4C Tealemon Mx 20 Pk',0,0,1,0,'FirstIRIMtch',''
18,4138723442,'4C Tl Psd Vr 24Ct Bns','','4C TOTALLY LIGHT 2GO ASSORTED DRINK MIX PACKET IN BOX 24 CT 405.6 OZ ','4C Tl Psd Vr 24Ct Bns','4C Tl Psd Vr 24Ct Bns',0,0,1,0,'FirstIRIMtch',''
19,4138700530,'4C Totally Lght Fruit','','4C TOTALLY LIGHT FRUIT PUNCH PLASTIC CONTAINER DRINK MIX 1 CT 192 OZ ','4C Totally Lght Fruit','4C Totally Lght Fruit',0,0,1,0,'FirstIRIMtch',''
21,4138722730,'4C Tl Green-T 14 Qt','','4C TOTALLY LIGHT GREEN TE W/HNY & LMN ICED TEA MIX TUB IN CANISTER 7 CT 448 OZ ','4C Tl Green-T 14 Qt','4C Tl Green-T 14 Qt',0,0,1,0,'FirstIRIMtch',''
24,4138700500,'4C Totally Lght Lemon','','4C TOTALLY LIGHT LEMON ICED TEA PLASTIC CONTAINER DRINK MIX 1 CT 192 OZ ','4C Totally Lght Lemon','4C Totally Lght Lemon',0,0,1,0,'FirstIRIMtch',''
4,4000016468,'3 Musketeers Min Pbo','','THREE MUSKETEERS MILK CHOCOLAT NOUGAT MINI IND WRAP IN PLS BAG 1 CT 10 OZ ','3 Musketeers Min Pbo','3 Musketeers Min Pbo',0,0,1,0,'FirstIRIMtch',''
2123,2190881262,'Fstg Multigrain','','FSTG MLTGRN TORTILLA CHIP 5.5 OZ','Fstg Multigrain','Fstg Multigrain',0,0,1,0,'FirstIRIMtch',''
2124,85277200104,'Food Should Taste Good Tortilla Chips Multigrain All Natural 5.5 OZ BAG','','FOOD SHOULD TASTE GOOD TORTILLA CHIP MULTIGRAIN LOW SODIUM BAG 5.5 OZ - 0852772001042','Food Should Taste Good Tortilla Chips Multigrain All Natural 5.5 OZ BAG','Food Should Taste Good Tortilla Chips Multigrain All Natural 5.5 OZ BAG',0,0,1,0,'ElvnDgtIRIMtch',''
1144,89470001052,'Chobani Champions Greek Yogurt Honey-Nana 2% Low Fat Natural - 4 ct 14 OZ PKG','','CHOBANI CHAMPIONS HONEY NANA YOGURT RFG 4 CT 14 OZ ','Chobani Champions Greek Yogurt Honey-Nana 2% Low Fat Natural - 4 ct 14 OZ PKG','Chobani Champions Greek Yogurt Honey-Nana 2% Low Fat Natural - 4 ct 14 OZ PKG',0,0,1,0,'ElvnDgtIRIMtch',''
1146,81829001228,'Chob Flip Almond Coco','','CHBN FLP ALM CCO GRK YGRT 5.3 OZ','Chob Flip Almond Coco','Chob Flip Almond Coco',0,0,1,0,'FirstIRIMtch',''
1148,81829001360,'Chobani Flip Greek Yogurt Clover Honey Low Fat 5.3 OZ PKG','','CHOBANI FLIP CLOVER HONEY YOGURT RFG 1 CT 5.3 OZ ','Chobani Flip Greek Yogurt Clover Honey Low Fat 5.3 OZ PKG','Chobani Flip Greek Yogurt Clover Honey Low Fat 5.3 OZ PKG',0,0,1,0,'ElvnDgtIRIMtch',''
1149,89470001021,'Chobani Flip Greek Yogurt Honey Bee Nana Low Fat Natural 5.3 OZ PKG','','CHOBANI FLIP HONEY BANANA YOGURT RFG 1 CT 5.3 OZ ','Chobani Flip Greek Yogurt Honey Bee Nana Low Fat Natural 5.3 OZ PKG','Chobani Flip Greek Yogurt Honey Bee Nana Low Fat Natural 5.3 OZ PKG',0,0,1,0,'ElvnDgtIRIMtch',''
1150,81829001227,'Chob Flip Keylme Crmb','','CHBN FLP KEY LME CRMB YGT 5.3 OZ','Chob Flip Keylme Crmb','Chob Flip Keylme Crmb',0,0,1,0,'FirstIRIMtch',''
1154,81829001229,'Chobani Flip Greek Yogurt Vanilla Golden Crunch Non Fat Natural 5.3 OZ PKG','','CHOBANI FLIP VANILLA YOGURT RFG 1 CT 5.3 OZ ','Chobani Flip Greek Yogurt Vanilla Golden Crunch Non Fat Natural 5.3 OZ PKG','Chobani Flip Greek Yogurt Vanilla Golden Crunch Non Fat Natural 5.3 OZ PKG',0,0,1,0,'ElvnDgtIRIMtch',''
1156,80829001271,'Chobani Greek Blended Fruit Yogurt Key Lime 2% Low Fat Natural 5.3 OZ CUP','','Chobani Greek Blended Fruit Yogurt Key Lime 2% Low Fat Natural 5.3 OZ CUP','Chobani Greek Blended Fruit Yogurt Key Lime 2% Low Fat Natural 5.3 OZ CUP','Chobani Greek Blended Fruit Yogurt Key Lime 2% Low Fat Natural 5.3 OZ CUP',1,1,0,0,'AdminMtch421',''
3388,7349012477,'Kedem Split Pea Soup','','Kedem Split Pea Soup','Kedem Split Pea Soup','Kedem Split Pea Soup',1,1,0,0,'Admin0205',''
3389,7349012476,'Kedem Veg Soup Mix','','Kedem Veg Soup Mix','Kedem Veg Soup Mix','Kedem Veg Soup Mix',1,1,0,0,'Admin0205',''
3391,7349012833,'Kedem Spk Blush','','KEDEM BLUSH GRAPE SPARKLING JUICE 1 CT 25.4 OZ ','Kedem Spk Blush','Kedem Spk Blush',0,0,1,0,'FirstIRIMtch',''
3392,7349012362,'Kedem Spk Catawba','','KEDEM CATAWBA GRAPE SPARKLING JUICE 1 CT 25.4 OZ ','Kedem Spk Catawba','Kedem Spk Catawba',0,0,1,0,'FirstIRIMtch',''
1147,81829001425,'Chob Flp Cho Hze Crze','','CHBN FLP CHO HAZ GRK YGRT 5.3 OZ','Chob Flp Cho Hze Crze','Chob Flp Cho Hze Crze',0,0,1,0,'FirstIRIMtch',''
1155,81829001275,'Chob Grk Keylime 4Pk','','CHBN KEY LIME GREEK YOGRT 4/5.3 OZ','Chob Grk Keylime 4Pk','Chob Grk Keylime 4Pk',0,0,1,0,'FirstIRIMtch',''
3381,7349012490,'Kedem Concord Grape Juice Natural 1 LTR BTL','','KEDEM CONCORD GRAPE JUICE 1 CT 32 OZ ','Kedem Concord Grape Juice Natural 1 LTR BTL','Kedem Concord Grape Juice Natural 1 LTR BTL',0,0,1,0,'FirstIRIMtch',''
3384,7349013131,'Kedem-Org.Grape Juice','','KEDEM ORGANIC GRAPE JUICE 1 CT 22 OZ ','Kedem-Org.Grape Juice','Kedem-Org.Grape Juice',0,0,1,0,'FirstIRIMtch',''
7,4138732302,'4C Tot Lt Grn Tea Bns','','4C LIGHT GREEN TE W/HNY & LMN ICED TEA MIX CANISTER 1 CT 640 OZ ','4C Tot Lt Grn Tea Bns','4C Tot Lt Grn Tea Bns',0,0,1,0,'FirstIRIMtch',''
8,4138740650,'4C Iced Tealemon Mix','','4C HALF HALF ICD T LMND ICED TEA MIX CANISTER 1 CT 640 OZ ','4C Iced Tealemon Mix','4C Iced Tealemon Mix',0,0,1,0,'FirstIRIMtch',''
